state2,year2,demwon,marginvvv
54.0,1995.0,1.0,210.1999969482422
54.0,1996.0,1.0,210.1999969482422
54.0,1997.0,0.0,-58.29999923706055
54.0,1998.0,0.0,-58.29999923706055
54.0,1999.0,0.0,-58.29999923706055
54.0,2000.0,0.0,-58.29999923706055
54.0,2001.0,1.0,29.100000381469727
54.0,2002.0,1.0,29.100000381469727
54.0,2003.0,1.0,29.100000381469727
54.0,2004.0,1.0,29.100000381469727
54.0,2005.0,1.0,295.1000061035156
54.0,2006.0,1.0,295.1000061035156
54.0,2007.0,1.0,295.1000061035156
54.0,2008.0,1.0,295.1000061035156
55.0,1979.0,0.0,-94.0
55.0,1980.0,0.0,-94.0
55.0,1981.0,0.0,-94.0
55.0,1982.0,0.0,-94.0
55.0,1983.0,1.0,148.0
55.0,1984.0,1.0,148.0
55.0,1985.0,1.0,148.0
55.0,1986.0,1.0,148.0
55.0,1987.0,0.0,-65.0
55.0,1988.0,0.0,-65.0
55.0,1989.0,0.0,-65.0
55.0,1990.0,0.0,-65.0
55.0,1991.0,0.0,-163.8000030517578
55.0,1992.0,0.0,-163.8000030517578
55.0,1993.0,0.0,-163.8000030517578
55.0,1994.0,0.0,-163.8000030517578
55.0,1995.0,0.0,-363.5
55.0,1996.0,0.0,-363.5
55.0,1997.0,0.0,-363.5
55.0,1998.0,0.0,-363.5
55.0,1999.0,0.0,-209.60000610351562
55.0,2000.0,0.0,-209.60000610351562
55.0,2001.0,0.0,-209.60000610351562
55.0,2002.0,0.0,-209.60000610351562
55.0,2003.0,1.0,37.0
55.0,2004.0,1.0,37.0
55.0,2005.0,1.0,37.0
55.0,2006.0,1.0,37.0
55.0,2007.0,1.0,73.9000015258789
55.0,2008.0,1.0,73.9000015258789
56.0,1979.0,1.0,17.0
56.0,1980.0,1.0,17.0
56.0,1981.0,1.0,17.0
56.0,1982.0,1.0,17.0
56.0,1983.0,1.0,262.79998779296875
56.0,1984.0,1.0,262.79998779296875
56.0,1985.0,1.0,262.79998779296875
56.0,1986.0,1.0,262.79998779296875
56.0,1987.0,1.0,79.19999694824219
56.0,1988.0,1.0,79.19999694824219
56.0,1989.0,1.0,79.19999694824219
56.0,1990.0,1.0,79.19999694824219
56.0,1991.0,1.0,307.0
56.0,1992.0,1.0,307.0
56.0,1993.0,1.0,307.0
56.0,1994.0,1.0,307.0
56.0,1995.0,0.0,-185.5
56.0,1996.0,0.0,-185.5
56.0,1997.0,0.0,-185.5
56.0,1998.0,0.0,-185.5
56.0,1999.0,0.0,-151.39999389648438
56.0,2000.0,0.0,-151.39999389648438
56.0,2001.0,0.0,-151.39999389648438
56.0,2002.0,0.0,-151.39999389648438
56.0,2003.0,1.0,20.399999618530273
56.0,2004.0,1.0,20.399999618530273
56.0,2005.0,1.0,20.399999618530273
56.0,2006.0,1.0,20.399999618530273
56.0,2007.0,1.0,399.20001220703125
56.0,2008.0,1.0,399.20001220703125
