stark,star1,star2,star3,totexpk,treadssk,tmathssk,totexp1,treadss1,tmathss1,totexp2,treadss2,tmathss2,treadss3,tmathss3,totexp3,schidkn,schid1n,schid2n,schid3n,tscorek,tscore1,tscore2,tscore3,sck,sc1,sc2,sc3,rak,ra1,ra2,ra3,white,black,other,boy,freelunk,freelun1,freelun2,freelun3
2.0,1.0,2.0,2.0,,,,19.0,519.0,526.0,,,,,,,,46.0,,,,1045.0,,,,0.0,,,,0.0,,,1.0,0.0,0.0,1.0,,1.0,,
2.0,2.0,2.0,1.0,,,,,,,,,,540.0,547.0,15.0,,,,77.0,,,,1087.0,,,,0.0,,,,1.0,1.0,0.0,0.0,1.0,,,,1.0
1.0,2.0,2.0,2.0,5.0,416.0,468.0,,,,,,,,,,64.0,,,,884.0,,,,0.0,,,,1.0,,,,1.0,0.0,0.0,1.0,1.0,,,
1.0,2.0,1.0,1.0,3.0,492.0,576.0,,,,8.0,575.0,512.0,,,18.0,44.0,,44.0,44.0,1068.0,,1087.0,,1.0,,0.0,0.0,0.0,,1.0,1.0,0.0,1.0,0.0,0.0,1.0,,1.0,
2.0,2.0,2.0,1.0,,,,,,,,,,580.0,616.0,10.0,,,,8.0,,,,1196.0,,,,0.0,,,,1.0,1.0,0.0,0.0,1.0,,,,1.0
1.0,1.0,1.0,1.0,8.0,402.0,478.0,8.0,485.0,512.0,13.0,521.0,514.0,569.0,596.0,23.0,5.0,5.0,5.0,5.0,880.0,997.0,1035.0,1165.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,1.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0
1.0,1.0,1.0,1.0,8.0,418.0,434.0,19.0,,470.0,6.0,505.0,507.0,,,17.0,38.0,38.0,38.0,38.0,852.0,,1012.0,,0.0,0.0,0.0,0.0,1.0,0.0,1.0,1.0,1.0,0.0,0.0,0.0,1.0,1.0,1.0,1.0
2.0,2.0,2.0,1.0,,,,,,,,,,,,8.0,,,,25.0,,,,,,,,1.0,,,,0.0,1.0,0.0,0.0,0.0,,,,
1.0,1.0,2.0,2.0,5.0,460.0,520.0,22.0,604.0,601.0,,,,,,,37.0,37.0,,,980.0,1205.0,,,0.0,0.0,,,0.0,1.0,,,1.0,0.0,0.0,1.0,1.0,1.0,,
2.0,1.0,2.0,2.0,,,,2.0,447.0,472.0,,,,,,,,30.0,,,,919.0,,,,0.0,,,,0.0,,,0.0,1.0,0.0,1.0,,1.0,,
2.0,2.0,2.0,1.0,,,,,,,,,,567.0,582.0,0.0,,,,1.0,,,,1149.0,,,,1.0,,,,0.0,1.0,0.0,0.0,1.0,,,,0.0
2.0,1.0,1.0,2.0,,,,4.0,509.0,493.0,16.0,,,,,,,16.0,16.0,,,1002.0,,,,0.0,0.0,,,1.0,1.0,,0.0,1.0,0.0,0.0,,1.0,,
2.0,2.0,1.0,1.0,,,,,,,8.0,515.0,559.0,,,15.0,,,2.0,2.0,,,1074.0,,,,0.0,0.0,,,0.0,0.0,1.0,0.0,0.0,0.0,,,1.0,1.0
2.0,2.0,1.0,2.0,,,,,,,25.0,571.0,561.0,,,,,,15.0,,,,1132.0,,,,0.0,,,,1.0,,0.0,1.0,0.0,1.0,,,1.0,
2.0,2.0,2.0,1.0,,,,,,,,,,549.0,556.0,7.0,,,,59.0,,,,1105.0,,,,0.0,,,,1.0,0.0,1.0,0.0,0.0,,,,1.0
1.0,2.0,2.0,2.0,0.0,500.0,506.0,,,,,,,,,,19.0,,,,1006.0,,,,0.0,,,,1.0,,,,0.0,1.0,0.0,1.0,1.0,,,
1.0,2.0,2.0,2.0,12.0,402.0,429.0,,,,,,,,,,2.0,,,,831.0,,,,1.0,,,,0.0,,,,1.0,0.0,0.0,1.0,1.0,,,
1.0,1.0,1.0,1.0,6.0,,449.0,3.0,495.0,529.0,4.0,568.0,593.0,602.0,622.0,15.0,33.0,27.0,27.0,27.0,,1024.0,1161.0,1224.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,1.0,1.0,1.0
1.0,2.0,2.0,2.0,10.0,453.0,500.0,,,,,,,,,,42.0,,,,953.0,,,,1.0,,,,0.0,,,,1.0,0.0,0.0,0.0,0.0,,,
2.0,2.0,1.0,1.0,,,,,,,15.0,,,665.0,655.0,20.0,,,41.0,41.0,,,,1320.0,,,0.0,0.0,,,0.0,0.0,1.0,0.0,0.0,1.0,,,0.0,0.0
2.0,2.0,1.0,1.0,,,,,,,6.0,554.0,587.0,582.0,594.0,0.0,,,12.0,12.0,,,1141.0,1176.0,,,0.0,0.0,,,0.0,0.0,1.0,0.0,0.0,1.0,,,1.0,1.0
1.0,1.0,1.0,1.0,10.0,470.0,602.0,2.0,503.0,572.0,1.0,593.0,639.0,633.0,684.0,8.0,30.0,30.0,30.0,25.0,1072.0,1075.0,1232.0,1317.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,1.0,1.0,1.0,1.0
2.0,1.0,2.0,2.0,,,,7.0,474.0,497.0,,,,,,,,72.0,,,,971.0,,,,0.0,,,,1.0,,,1.0,0.0,0.0,1.0,,0.0,,
2.0,2.0,2.0,1.0,,,,,,,,,,,,24.0,,,,24.0,,,,,,,,1.0,,,,0.0,0.0,1.0,0.0,0.0,,,,1.0
2.0,2.0,2.0,1.0,,,,,,,,,,654.0,593.0,12.0,,,,40.0,,,,1247.0,,,,0.0,,,,1.0,1.0,0.0,0.0,0.0,,,,1.0
1.0,1.0,2.0,2.0,14.0,,,13.0,579.0,553.0,,,,,,,52.0,52.0,,,,1132.0,,,1.0,1.0,,,0.0,0.0,,,1.0,0.0,0.0,0.0,0.0,0.0,,
1.0,1.0,1.0,1.0,12.0,413.0,412.0,2.0,478.0,477.0,9.0,569.0,559.0,578.0,588.0,28.0,20.0,20.0,20.0,20.0,825.0,955.0,1128.0,1166.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,1.0,0.0,1.0,0.0,1.0,1.0,1.0,1.0,1.0
1.0,1.0,1.0,1.0,17.0,434.0,468.0,6.0,521.0,497.0,12.0,596.0,559.0,629.0,594.0,14.0,34.0,34.0,34.0,34.0,902.0,1018.0,1155.0,1223.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0
1.0,1.0,2.0,2.0,5.0,402.0,444.0,23.0,436.0,433.0,,,,,,,21.0,21.0,,,846.0,869.0,,,0.0,0.0,,,1.0,0.0,,,1.0,0.0,0.0,1.0,0.0,0.0,,
2.0,1.0,1.0,2.0,,,,2.0,487.0,512.0,15.0,568.0,615.0,,,,,51.0,51.0,,,999.0,1183.0,,,0.0,0.0,,,1.0,1.0,,0.0,0.0,1.0,0.0,,1.0,1.0,
2.0,1.0,1.0,1.0,,,,2.0,501.0,601.0,12.0,559.0,596.0,569.0,624.0,1.0,,1.0,1.0,1.0,,1102.0,1155.0,1193.0,,0.0,0.0,1.0,,0.0,0.0,0.0,1.0,0.0,0.0,0.0,,0.0,0.0,0.0
1.0,1.0,1.0,1.0,4.0,472.0,520.0,8.0,536.0,553.0,18.0,591.0,599.0,622.0,634.0,12.0,63.0,63.0,63.0,63.0,992.0,1089.0,1190.0,1256.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,1.0,1.0,1.0,1.0
2.0,2.0,2.0,1.0,,,,,,,,,,585.0,589.0,26.0,,,,22.0,,,,1174.0,,,,0.0,,,,0.0,0.0,1.0,0.0,0.0,,,,1.0
2.0,1.0,1.0,1.0,,,,5.0,485.0,500.0,0.0,608.0,568.0,657.0,659.0,15.0,,12.0,12.0,12.0,,985.0,1176.0,1316.0,,1.0,1.0,1.0,,0.0,0.0,0.0,1.0,0.0,0.0,1.0,,0.0,0.0,0.0
1.0,1.0,1.0,1.0,12.0,437.0,528.0,21.0,544.0,562.0,14.0,618.0,607.0,650.0,645.0,9.0,79.0,79.0,79.0,79.0,965.0,1106.0,1225.0,1295.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,1.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0
1.0,1.0,2.0,2.0,15.0,405.0,418.0,11.0,495.0,512.0,,,,,,,36.0,36.0,,,823.0,1007.0,,,0.0,0.0,,,0.0,1.0,,,1.0,0.0,0.0,1.0,1.0,0.0,,
1.0,1.0,2.0,2.0,7.0,433.0,463.0,2.0,462.0,465.0,,,,,,,28.0,28.0,,,896.0,927.0,,,0.0,0.0,,,0.0,0.0,,,0.0,1.0,0.0,1.0,1.0,1.0,,
2.0,2.0,2.0,1.0,,,,,,,,,,600.0,639.0,16.0,,,,19.0,,,,1239.0,,,,0.0,,,,0.0,0.0,1.0,0.0,0.0,,,,1.0
1.0,2.0,2.0,2.0,13.0,,,,,,,,,,,,74.0,,,,,,,,0.0,,,,0.0,,,,1.0,0.0,0.0,1.0,1.0,,,
1.0,2.0,2.0,2.0,3.0,380.0,399.0,,,,,,,,,,32.0,,,,779.0,,,,0.0,,,,0.0,,,,0.0,1.0,0.0,1.0,1.0,,,
1.0,1.0,1.0,1.0,12.0,436.0,494.0,13.0,558.0,549.0,16.0,643.0,639.0,670.0,663.0,10.0,8.0,8.0,8.0,8.0,930.0,1107.0,1282.0,1333.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,1.0,0.0,1.0,1.0
1.0,2.0,2.0,2.0,13.0,431.0,473.0,,,,,,,,,,74.0,,,,904.0,,,,0.0,,,,0.0,,,,1.0,0.0,0.0,0.0,0.0,,,
2.0,1.0,1.0,1.0,,,,6.0,,497.0,12.0,492.0,518.0,549.0,556.0,14.0,,51.0,51.0,51.0,,,1010.0,1105.0,,0.0,0.0,0.0,,1.0,1.0,1.0,0.0,1.0,0.0,1.0,,1.0,1.0,1.0
1.0,1.0,1.0,1.0,11.0,455.0,489.0,19.0,579.0,553.0,19.0,709.0,639.0,686.0,663.0,22.0,64.0,64.0,64.0,64.0,944.0,1132.0,1348.0,1349.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0
1.0,1.0,1.0,1.0,11.0,522.0,576.0,31.0,651.0,549.0,14.0,631.0,659.0,675.0,663.0,14.0,11.0,11.0,11.0,11.0,1098.0,1200.0,1290.0,1338.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,1.0,1.0,0.0
2.0,2.0,2.0,1.0,,,,,,,,,,600.0,596.0,6.0,,,,56.0,,,,1196.0,,,,1.0,,,,0.0,1.0,0.0,0.0,1.0,,,,1.0
1.0,2.0,2.0,2.0,1.0,410.0,429.0,,,,,,,,,,33.0,,,,839.0,,,,1.0,,,,0.0,,,,0.0,1.0,0.0,1.0,1.0,,,
1.0,1.0,1.0,2.0,15.0,451.0,536.0,12.0,540.0,532.0,2.0,573.0,563.0,,,,47.0,47.0,47.0,,987.0,1072.0,1136.0,,0.0,0.0,0.0,,1.0,0.0,0.0,,1.0,0.0,0.0,1.0,0.0,1.0,1.0,
2.0,2.0,2.0,1.0,,,,,,,,,,,,21.0,,,,52.0,,,,,,,,0.0,,,,1.0,1.0,0.0,0.0,0.0,,,,1.0
1.0,2.0,2.0,2.0,18.0,425.0,478.0,,,,,,,,,,25.0,,,,903.0,,,,0.0,,,,0.0,,,,1.0,0.0,0.0,1.0,1.0,,,
1.0,1.0,1.0,1.0,4.0,421.0,449.0,12.0,,502.0,6.0,527.0,512.0,573.0,535.0,16.0,80.0,80.0,80.0,80.0,870.0,,1039.0,1108.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,0.0,1.0,0.0,1.0,1.0,1.0,1.0,1.0
1.0,1.0,2.0,2.0,13.0,422.0,473.0,7.0,,474.0,,,,,,,50.0,50.0,,,895.0,,,,0.0,0.0,,,0.0,0.0,,,1.0,0.0,0.0,1.0,1.0,0.0,,
1.0,1.0,1.0,1.0,13.0,437.0,484.0,3.0,548.0,510.0,11.0,602.0,530.0,633.0,631.0,4.0,55.0,55.0,55.0,55.0,921.0,1058.0,1132.0,1264.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,1.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0
2.0,2.0,1.0,1.0,,,,,,,18.0,,,644.0,651.0,13.0,,,78.0,78.0,,,,1295.0,,,0.0,0.0,,,0.0,0.0,1.0,0.0,0.0,1.0,,,1.0,1.0
2.0,2.0,2.0,1.0,,,,,,,,,,626.0,622.0,9.0,,,,36.0,,,,1248.0,,,,0.0,,,,0.0,1.0,0.0,0.0,0.0,,,,0.0
1.0,1.0,2.0,2.0,8.0,,,12.0,463.0,488.0,,,,,,,59.0,59.0,,,,951.0,,,0.0,0.0,,,1.0,1.0,,,1.0,0.0,0.0,0.0,0.0,0.0,,
1.0,2.0,2.0,2.0,5.0,397.0,423.0,,,,,,,,,,17.0,,,,820.0,,,,1.0,,,,0.0,,,,1.0,0.0,0.0,0.0,0.0,,,
1.0,1.0,1.0,1.0,1.0,447.0,520.0,38.0,544.0,557.0,10.0,614.0,603.0,680.0,684.0,29.0,16.0,16.0,16.0,16.0,967.0,1101.0,1217.0,1364.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,1.0,1.0,1.0
1.0,1.0,1.0,2.0,5.0,450.0,500.0,2.0,590.0,549.0,12.0,593.0,615.0,,,,1.0,1.0,1.0,,950.0,1139.0,1208.0,,0.0,0.0,0.0,,0.0,0.0,0.0,,1.0,0.0,0.0,1.0,0.0,0.0,0.0,
2.0,2.0,2.0,1.0,,,,,,,,,,620.0,651.0,17.0,,,,64.0,,,,1271.0,,,,1.0,,,,0.0,1.0,0.0,0.0,0.0,,,,0.0
2.0,2.0,2.0,1.0,,,,,,,,,,577.0,570.0,17.0,,,,49.0,,,,1147.0,,,,0.0,,,,1.0,1.0,0.0,0.0,1.0,,,,1.0
1.0,1.0,1.0,1.0,12.0,419.0,500.0,15.0,475.0,529.0,13.0,527.0,557.0,569.0,612.0,22.0,8.0,8.0,8.0,8.0,919.0,1004.0,1084.0,1181.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2.0,2.0,2.0,1.0,,,,,,,,,,633.0,645.0,7.0,,,,9.0,,,,1278.0,,,,0.0,,,,0.0,1.0,0.0,0.0,1.0,,,,
1.0,1.0,1.0,1.0,13.0,393.0,423.0,2.0,503.0,505.0,23.0,596.0,563.0,602.0,596.0,15.0,56.0,56.0,56.0,56.0,816.0,1008.0,1159.0,1198.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,0.0,1.0,0.0,1.0,1.0,1.0,1.0,1.0
1.0,1.0,2.0,2.0,11.0,448.0,559.0,20.0,558.0,545.0,,,,,,,37.0,37.0,,,1007.0,1103.0,,,0.0,0.0,,,1.0,0.0,,,1.0,0.0,0.0,1.0,1.0,0.0,,
2.0,1.0,2.0,2.0,,,,4.0,463.0,481.0,,,,,,,,51.0,,,,944.0,,,,0.0,,,,1.0,,,0.0,1.0,0.0,0.0,,1.0,,
1.0,2.0,2.0,2.0,9.0,453.0,536.0,,,,,,,,,,7.0,,,,989.0,,,,0.0,,,,1.0,,,,1.0,0.0,0.0,1.0,1.0,,,
2.0,1.0,2.0,2.0,,,,2.0,536.0,529.0,,,,,,,,24.0,,,,1065.0,,,,0.0,,,,0.0,,,0.0,1.0,0.0,0.0,,1.0,,
1.0,1.0,1.0,1.0,11.0,400.0,459.0,0.0,494.0,557.0,9.0,562.0,536.0,597.0,574.0,34.0,47.0,47.0,47.0,47.0,859.0,1051.0,1098.0,1171.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0
1.0,1.0,2.0,2.0,13.0,472.0,602.0,15.0,629.0,612.0,,,,,,,37.0,37.0,,,1074.0,1241.0,,,1.0,1.0,,,0.0,0.0,,,1.0,0.0,0.0,0.0,0.0,0.0,,
1.0,2.0,1.0,1.0,6.0,424.0,489.0,,,,19.0,505.0,531.0,555.0,554.0,0.0,13.0,,13.0,13.0,913.0,,1036.0,1109.0,0.0,,0.0,0.0,1.0,,0.0,0.0,1.0,0.0,0.0,1.0,1.0,,1.0,
1.0,1.0,1.0,2.0,8.0,433.0,473.0,6.0,521.0,578.0,20.0,643.0,607.0,,,,8.0,8.0,8.0,,906.0,1099.0,1250.0,,1.0,1.0,1.0,,0.0,0.0,0.0,,1.0,0.0,0.0,1.0,0.0,0.0,0.0,
1.0,1.0,1.0,1.0,10.0,434.0,454.0,8.0,540.0,520.0,7.0,584.0,552.0,,,26.0,66.0,66.0,66.0,66.0,888.0,1060.0,1136.0,,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,1.0,1.0,0.0
1.0,1.0,1.0,1.0,21.0,458.0,494.0,16.0,548.0,526.0,17.0,593.0,556.0,595.0,564.0,11.0,48.0,48.0,48.0,48.0,952.0,1074.0,1149.0,1159.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,,0.0
1.0,1.0,1.0,1.0,5.0,434.0,536.0,4.0,544.0,523.0,28.0,631.0,639.0,,,11.0,24.0,23.0,23.0,23.0,970.0,1067.0,1270.0,,1.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0
2.0,2.0,2.0,1.0,,,,,,,,,,680.0,631.0,14.0,,,,71.0,,,,1311.0,,,,0.0,,,,0.0,1.0,0.0,0.0,1.0,,,,0.0
2.0,2.0,1.0,2.0,,,,,,,2.0,,,,,,,,19.0,,,,,,,,0.0,,,,1.0,,0.0,1.0,0.0,0.0,,,1.0,
1.0,2.0,2.0,2.0,6.0,403.0,439.0,,,,,,,,,,27.0,,,,842.0,,,,0.0,,,,0.0,,,,0.0,1.0,0.0,0.0,1.0,,,
1.0,1.0,1.0,1.0,3.0,428.0,489.0,13.0,524.0,535.0,18.0,588.0,599.0,600.0,651.0,13.0,78.0,78.0,78.0,78.0,917.0,1059.0,1187.0,1251.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1.0,1.0,1.0,1.0,8.0,442.0,444.0,8.0,501.0,502.0,13.0,571.0,582.0,618.0,604.0,23.0,5.0,5.0,5.0,5.0,886.0,1003.0,1153.0,1222.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,1.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0
2.0,1.0,2.0,2.0,,,,14.0,527.0,535.0,,,,,,,,75.0,,,,1062.0,,,,1.0,,,,0.0,,,1.0,0.0,0.0,1.0,,1.0,,
1.0,2.0,2.0,2.0,7.0,,,,,,,,,,,,28.0,,,,,,,,0.0,,,,0.0,,,,0.0,1.0,0.0,1.0,1.0,,,
2.0,1.0,2.0,2.0,,,,35.0,480.0,493.0,,,,,,,,30.0,,,,973.0,,,,0.0,,,,1.0,,,0.0,1.0,0.0,1.0,,1.0,,
2.0,1.0,2.0,2.0,,,,8.0,527.0,486.0,,,,,,,,66.0,,,,1013.0,,,,1.0,,,,0.0,,,1.0,0.0,0.0,1.0,,0.0,,
1.0,1.0,1.0,1.0,14.0,480.0,528.0,39.0,629.0,567.0,8.0,643.0,639.0,608.0,642.0,0.0,1.0,1.0,1.0,1.0,1008.0,1196.0,1282.0,1250.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2.0,1.0,1.0,1.0,,,,20.0,571.0,523.0,18.0,659.0,599.0,680.0,639.0,17.0,,35.0,35.0,35.0,,1094.0,1258.0,1319.0,,0.0,0.0,0.0,,0.0,0.0,0.0,1.0,0.0,0.0,0.0,,0.0,0.0,0.0
1.0,1.0,2.0,2.0,10.0,422.0,449.0,2.0,478.0,515.0,,,,,,,1.0,1.0,,,871.0,993.0,,,0.0,0.0,,,0.0,0.0,,,1.0,0.0,0.0,0.0,0.0,0.0,,
2.0,1.0,1.0,1.0,,,,13.0,465.0,529.0,20.0,514.0,559.0,,540.0,28.0,,77.0,77.0,77.0,,994.0,1073.0,,,0.0,0.0,0.0,,0.0,0.0,0.0,1.0,0.0,0.0,1.0,,1.0,1.0,1.0
2.0,2.0,2.0,1.0,,,,,,,,,,608.0,606.0,30.0,,,,54.0,,,,1214.0,,,,0.0,,,,0.0,1.0,0.0,0.0,1.0,,,,0.0
2.0,1.0,1.0,2.0,,,,0.0,465.0,529.0,22.0,536.0,546.0,,,,,23.0,23.0,,,994.0,1082.0,,,0.0,0.0,,,0.0,0.0,,0.0,1.0,0.0,1.0,,1.0,1.0,
2.0,1.0,1.0,1.0,,,,6.0,571.0,526.0,12.0,604.0,579.0,622.0,629.0,14.0,,34.0,34.0,34.0,,1097.0,1183.0,1251.0,,0.0,0.0,0.0,,0.0,0.0,0.0,1.0,0.0,0.0,1.0,,0.0,0.0,0.0
1.0,1.0,1.0,1.0,5.0,458.0,484.0,2.0,530.0,567.0,12.0,643.0,577.0,650.0,618.0,28.0,1.0,1.0,1.0,1.0,942.0,1097.0,1220.0,1268.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0
1.0,1.0,1.0,1.0,14.0,463.0,473.0,11.0,524.0,512.0,12.0,575.0,538.0,552.0,597.0,29.0,36.0,36.0,36.0,36.0,936.0,1036.0,1113.0,1149.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,1.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0
2.0,1.0,2.0,2.0,,,,1.0,441.0,463.0,,,,,,,,29.0,,,,904.0,,,,0.0,,,,1.0,,,0.0,1.0,0.0,1.0,,1.0,,
2.0,2.0,2.0,1.0,,,,,,,,,,590.0,599.0,19.0,,,,2.0,,,,1189.0,,,,0.0,,,,1.0,1.0,0.0,0.0,0.0,,,,1.0
2.0,2.0,1.0,1.0,,,,,,,9.0,,,,,13.0,,,12.0,12.0,,,,,,,0.0,0.0,,,0.0,0.0,1.0,0.0,0.0,0.0,,,1.0,1.0
1.0,2.0,2.0,2.0,12.0,,,,,,,,,,,,74.0,,,,,,,,1.0,,,,0.0,,,,0.0,1.0,0.0,0.0,1.0,,,
1.0,2.0,2.0,2.0,9.0,461.0,500.0,,,,,,,,,,18.0,,,,961.0,,,,0.0,,,,0.0,,,,0.0,1.0,0.0,1.0,0.0,,,
1.0,1.0,1.0,1.0,12.0,428.0,463.0,2.0,558.0,549.0,9.0,608.0,563.0,616.0,610.0,28.0,20.0,20.0,20.0,20.0,891.0,1107.0,1171.0,1226.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,1.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0
1.0,2.0,2.0,2.0,10.0,408.0,439.0,,,,,,,,,,18.0,,,,847.0,,,,1.0,,,,0.0,,,,0.0,1.0,0.0,1.0,1.0,,,
2.0,2.0,2.0,1.0,,,,,,,,,,626.0,585.0,14.0,,,,11.0,,,,1211.0,,,,0.0,,,,1.0,0.0,1.0,0.0,1.0,,,,1.0
2.0,1.0,1.0,1.0,,,,13.0,,512.0,11.0,,,,622.0,14.0,,70.0,70.0,70.0,,,,,,0.0,0.0,0.0,,1.0,1.0,1.0,1.0,0.0,0.0,1.0,,1.0,1.0,1.0
1.0,1.0,1.0,1.0,13.0,434.0,494.0,15.0,488.0,549.0,13.0,631.0,582.0,622.0,651.0,22.0,8.0,8.0,8.0,8.0,928.0,1037.0,1213.0,1273.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0
1.0,1.0,1.0,2.0,4.0,436.0,449.0,8.0,564.0,523.0,34.0,599.0,632.0,,,,62.0,62.0,62.0,,885.0,1087.0,1231.0,,0.0,0.0,0.0,,1.0,1.0,1.0,,1.0,0.0,0.0,0.0,0.0,0.0,0.0,
1.0,1.0,2.0,2.0,9.0,433.0,520.0,2.0,471.0,507.0,,,,,,,1.0,1.0,,,953.0,978.0,,,0.0,0.0,,,1.0,0.0,,,1.0,0.0,0.0,1.0,0.0,0.0,,
2.0,2.0,2.0,1.0,,,,,,,,,,578.0,648.0,1.0,,,,66.0,,,,1226.0,,,,1.0,,,,0.0,1.0,0.0,0.0,1.0,,,,0.0
1.0,1.0,1.0,1.0,5.0,422.0,500.0,0.0,514.0,584.0,9.0,611.0,590.0,641.0,659.0,34.0,47.0,47.0,47.0,47.0,922.0,1098.0,1201.0,1300.0,0.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1.0,1.0,1.0,1.0,6.0,465.0,506.0,16.0,604.0,592.0,8.0,659.0,626.0,650.0,634.0,15.0,63.0,63.0,63.0,63.0,971.0,1196.0,1285.0,1284.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2.0,2.0,1.0,2.0,,,,,,,9.0,520.0,546.0,,,,,,51.0,,,,1066.0,,,,0.0,,,,1.0,,0.0,1.0,0.0,1.0,,,1.0,
2.0,1.0,1.0,1.0,,,,27.0,536.0,567.0,1.0,591.0,603.0,604.0,629.0,16.0,,58.0,58.0,58.0,,1103.0,1194.0,1233.0,,0.0,0.0,0.0,,1.0,1.0,1.0,1.0,0.0,0.0,1.0,,0.0,0.0,0.0
2.0,1.0,1.0,2.0,,,,35.0,503.0,518.0,32.0,555.0,522.0,,,,,30.0,30.0,,,1021.0,1077.0,,,0.0,0.0,,,1.0,1.0,,0.0,1.0,0.0,1.0,,1.0,1.0,
1.0,1.0,1.0,1.0,2.0,455.0,454.0,3.0,590.0,578.0,13.0,643.0,620.0,633.0,636.0,8.0,73.0,73.0,73.0,73.0,909.0,1168.0,1263.0,1269.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,1.0,1.0,1.0,1.0
1.0,2.0,2.0,2.0,3.0,451.0,520.0,,,,,,,,,,58.0,,,,971.0,,,,0.0,,,,0.0,,,,1.0,0.0,0.0,1.0,0.0,,,
2.0,1.0,2.0,2.0,,,,17.0,501.0,538.0,,,,,,,,75.0,,,,1039.0,,,,1.0,,,,0.0,,,1.0,0.0,0.0,0.0,,0.0,,
2.0,1.0,1.0,1.0,,,,8.0,530.0,507.0,13.0,539.0,514.0,552.0,564.0,14.0,,53.0,53.0,51.0,,1037.0,1053.0,1116.0,,0.0,0.0,0.0,,0.0,0.0,1.0,0.0,1.0,0.0,1.0,,1.0,1.0,1.0
2.0,2.0,1.0,2.0,,,,,,,2.0,,,,,,,,23.0,,,,,,,,0.0,,,,0.0,,1.0,0.0,0.0,1.0,,,0.0,
1.0,1.0,1.0,1.0,12.0,455.0,494.0,20.0,536.0,502.0,10.0,,,606.0,589.0,13.0,65.0,65.0,72.0,72.0,949.0,1038.0,,1195.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0,1.0,1.0,1.0,1.0
2.0,1.0,1.0,2.0,,,,42.0,495.0,562.0,15.0,,,,,,,63.0,63.0,,,1057.0,,,,0.0,0.0,,,0.0,0.0,,1.0,0.0,0.0,0.0,,1.0,0.0,
1.0,2.0,2.0,2.0,12.0,397.0,399.0,,,,,,,,,,35.0,,,,796.0,,,,0.0,,,,1.0,,,,1.0,0.0,0.0,1.0,1.0,,,
